Matches,RecursiveCalls,TotalTime,SearchTime
20,36,0.459915,0.011291
1,7,0.184249,0.0025
27,181,0.563499,0.068125
20,9,0.359793,0.004209
20,16,0.235333,0.006083
16,246,0.342249,0.059041
21,11,0.193,0.002291
24,286,0.814584,0.122792
20,27,0.299458,0.007792
24,38,0.671332,0.0195
26,64,0.330209,0.021125
20,12,0.296417,0.005417
21,93,0.554416,0.035041
20,59,0.562292,0.018791
25,15,0.566917,0.006292
20,1019,0.939292,0.357875
20,29,0.553459,0.011792
30,16,0.742,0.009875
49,8,0.200418,0.002709
12,34,0.244251,0.009833
29,29,0.763292,0.015583
20,10,0.24375,0.0045
20,16,0.304292,0.00675
20,84,0.514958,0.031084
21,21,0.270792,0.006792
20,119,0.721751,0.053209
20,29,0.491873,0.016416
20,29,0.537041,0.011166
20,390,1.03575,0.12775
20,10,0.384458,0.00475
24,110,0.666542,0.052084
12,9,0.211375,0.002166
30,6,0.205582,0.002416
21,48,0.723291,0.024375
20,7,0.312334,0.0025
20,22,0.343417,0.006375
20,24,0.233833,0.00425
11,20,0.281916,0.006292
20,23,0.279416,0.005333
20,104,0.863292,0.050167
20,51,0.908042,0.023542
22,53,0.534292,0.026292
20,20,0.173708,0.00575
22,15,0.312082,0.006125
20,15,0.439584,0.0085
20,12,0.223708,0.002583
20,8,0.208043,0.002625
27,6,0.186042,0.002292
38,62,0.694877,0.028
20,16,0.288459,0.004416
20,145,0.492792,0.05725
14,41,0.300208,0.017458
21,16,0.400666,0.007166
20,36,0.798874,0.015708
20,55,0.728626,0.022709
20,19,0.288834,0.006167
20,617,1.16246,0.346792
20,89,0.867084,0.03025
21,34,0.545375,0.013709
20,11,0.347999,0.002833
20,12,0.232583,0.00325
20,30,0.25125,0.007334
20,10,0.277626,0.006959
24,15,0.64904,0.010375
20,7,0.085709,0.003542
20,9,0.130042,0.003667
30,40,0.42775,0.018292
20,7,0.229417,0.002917
20,69,0.228334,0.013083
20,110,0.614625,0.044208
20,34,0.471084,0.008709
21,99,0.600666,0.039208
20,17,0.656415,0.014583
20,19,0.086167,0.003667
20,38,0.186958,0.006833
8,103,0.319082,0.027291
20,13,0.187333,0.004417
8,9,0.20125,0.003542
24,7,0.185166,0.003666
20,19,0.307167,0.007625
20,30,0.304458,0.008958
24,36,0.419584,0.009167
20,69,0.797833,0.021916
21,7,0.258168,0.00325
32,41,0.482043,0.016959
4,9,0.226792,0.002208
20,103,0.277334,0.022959
24,8,0.212583,0.002667
20,20,0.473542,0.010584
20,106,0.550957,0.035541
20,27,0.408042,0.020083
24,14,0.450792,0.006208
20,17,0.258374,0.004708
4608,1383,0.599666,0.253791
357,12,0.265751,0.003458
52,18,0.278293,0.005459
152,14,0.330834,0.003958
27,14,0.230083,0.003333
20,19,0.269167,0.003792
25,15,0.257167,0.003458
192,14,0.755708,0.009792
1827,13,0.372875,0.004292
2025,13,0.444749,0.004333
52,14,0.406875,0.004209
20,46,0.310791,0.006083
132,20,0.354292,0.007375
20,41,0.37725,0.012583
56,21,0.232668,0.005
192,13,0.279625,0.003583
28,15,0.383292,0.004
26,14,0.25325,0.00325
352,13,0.2685,0.003875
88,13,0.537041,0.004583
20,16,0.357082,0.005041
20,22,0.223707,0.008042
30,14,0.283666,0.003958
30,14,0.312876,0.003958
20,19,0.251125,0.004542
10920,13,0.528042,0.005459
4500,13,0.337875,0.003792
21,82,0.656001,0.025042
36,13,0.242001,0.003458
28,13,0.212668,0.003167
20,18,0.299375,0.009458
200,17,0.5495,0.011917
88,13,0.410792,0.005083
138,34,1.22738,0.025333
156,16,0.161458,0.009834
87,18,0.478376,0.007917
32,14,0.241166,0.003291
20,63,0.435458,0.015875
22,14,0.243541,0.003916
20,38,0.361582,0.008833
72,12,0.263874,0.007
90,14,0.354125,0.004209
22,18,0.791667,0.012042
11466,12,0.258667,0.003292
58,13,0.223541,0.002875
12,30,0.286,0.00725
24,11,0.186374,0.0055
609,14,0.399876,0.004917
39,25,0.624835,0.009584
2394,11,0.458459,0.005667
24,14,0.226917,0.003667
48,14,0.402084,0.005792
153,12,0.240042,0.003666
20,21,0.313334,0.004916
20,15,0.347916,0.006875
80,13,0.227082,0.004458
110,13,0.214293,0.003375
20,19,0.201124,0.004
174,29,0.466499,0.012875
24,13,0.144792,0.003666
25,14,0.272834,0.003709
90,13,0.248417,0.003125
2450,11,0.355499,0.004167
72,14,0.132792,0.003542
22,17,0.995876,0.0095
34,13,0.358458,0.00675
35,17,0.153417,0.004792
650,14,0.142667,0.005
32,20,0.259835,0.005584
270,20,0.681125,0.01175
24,13,0.219459,0.00275
20,25,0.095959,0.005166
24,18,0.128501,0.004084
20,14,0.239458,0.0035
75,14,0.236084,0.00325
5832,25,1.01913,0.014
72,15,0.34471,0.006709
20,16,0.445832,0.007208
196,17,0.382001,0.007209
170,13,0.242334,0.002959
324,12,0.222833,0.005334
24,14,0.380292,0.006
40,31,0.235667,0.007625
1225,17,0.343668,0.004459
21,18,0.392126,0.00875
20,20,0.293042,0.005875
140,17,0.349334,0.004416
480,11,0.262166,0.003583
29106,12,0.257708,0.003291
24,27,0.63075,0.0055
29,15,0.182041,0.004625
360,12,0.234,0.004958
23,18,0.152917,0.004833
230,13,0.592875,0.006042
24,14,0.4205,0.004292
1820,18,0.438499,0.005208
24,15,0.285918,0.004917
448,20,0.671541,0.007292
189,36,0.382126,0.011417
22,15,0.115623,0.003791
42,12,0.127041,0.002583
288,22,0.411125,0.010708
20,13,0.315417,0.004375
33,13,0.151335,0.005959
90,16,0.578624,0.005458
21,23,0.203542,0.006792
30,14,0.599875,0.006125
21,16,0.231166,0.004041
350,14,0.130584,0.00725
96,16,0.386417,0.006875
20,16,0.128292,0.004
34,13,0.274958,0.003458
1539,17,0.521833,0.005708
20,16,0.283375,0.005833
264,12,0.255959,0.005459
36,19,0.336874,0.008792
75,11,0.252333,0.004792
198,37,0.503501,0.01225
168,15,0.412875,0.005459
52,13,0.261999,0.003
800,26,0.291167,0.011125
64,30,0.49054,0.010041
144,13,0.241167,0.002917
100,14,0.224166,0.002917
240,13,0.102875,0.003375
52,11,0.072749,0.003458
4410,11,0.321874,0.004083
29,13,0.421749,0.011541
26,14,0.289207,0.003708
27,13,0.406831,0.007041
120,13,0.169916,0.003667
375,14,0.316458,0.003625
72,13,0.223418,0.005209
24,20,0.28054,0.006833
350,16,0.395626,0.007542
20,17,0.249459,0.008
20,17,0.436375,0.005709
5236,25,0.617043,0.009667
87,14,0.329917,0.003708
192,15,0.327292,0.004584
168,13,0.875707,0.015708
24,14,0.177875,0.003417
77,17,0.746207,0.008208
26,51,0.395083,0.013417
50,111,0.508959,0.039625
476,13,0.160083,0.003583
76,14,0.265667,0.003167
11914,43,0.4155,0.012458
29,42,0.147833,0.013667
92,14,0.297794,0.003417
21,32,0.225459,0.008084
25,61,0.291292,0.018875
27,12,0.2915,0.003417
23,14,0.345958,0.005458
30,28,0.312584,0.009
22,16,0.216542,0.003167
42,12,0.391625,0.005125
1600,107,0.597251,0.03125
28,16,0.399584,0.004709
147,14,0.296125,0.004166
175,13,0.197583,0.003584
20,16,0.313042,0.005042
476,14,0.247917,0.003875
56,13,0.299499,0.003916
27,12,0.282208,0.006042
24,27,0.501416,0.009
96,12,0.266334,0.004209
1536,21,1.05667,0.01325
26,15,0.295626,0.005
63,49,0.684707,0.022625
20,17,0.202166,0.00525
63,52,0.284375,0.017458
20,23,0.19029,0.005916
585,13,0.27125,0.00325
48,19,0.29329,0.008458
20,36,0.361126,0.007292
5712,13,0.482249,0.004583
13200,20,0.812584,0.016125
44,10,0.534458,0.032416
40,43,0.733043,0.028209
20,15,0.917832,0.015791
56,13,0.558918,0.003792
30,143,0.382792,0.034959
27,14,0.290667,0.006708
31,27,0.345959,0.005917
45,12,0.280124,0.006125
20,17,0.396418,0.004917
20,14,0.274874,0.004291
32,14,0.267126,0.004
170,12,0.357874,0.003833
1176,12,0.57,0.00875
136,14,0.435291,0.004375
324,73,0.63925,0.0385
23,15,0.786083,0.009917
24,78,0.893375,0.032292
156,15,0.284959,0.003833
128,13,0.134042,0.003083
49,14,0.338291,0.004041
32,22,0.692499,0.010458
3600,16,0.277667,0.005
33,90,1.0145,0.033333
26,19,0.248167,0.006834
24,22,0.259791,0.004833
151620,26,0.438333,0.007208
414,21,0.349333,0.007041
48,32,0.365209,0.0095
1008,23,0.295083,0.005083
3645,43,0.325582,0.00875
21,26,0.281459,0.007917
84,17,0.484042,0.008125
21658,20,0.405167,0.005208
322,903,1.16321,0.259792
104,22,0.468418,0.005458
65,20,0.356709,0.005334
24,23,0.345916,0.005583
816,18,0.298083,0.005708
1392,20,0.468457,0.005917
3328,21,0.914084,0.012125
32,21,0.298834,0.004959
96,25,0.350334,0.00975
33,22,0.160749,0.006791
1232,20,0.342459,0.004625
224,64,0.907458,0.02375
98,22,0.336833,0.005542
630,70,0.376459,0.015375
2415,56,0.818583,0.019625
240,21,0.241334,0.003709
144,19,0.365042,0.010209
31,19,0.374708,0.007333
31,20,0.30275,0.006625
513,1132,0.770501,0.258375
23,19,0.226416,0.005791
33,20,0.152667,0.004666
30,20,0.325791,0.004417
34,22,0.304792,0.005875
192,22,0.407333,0.006417
20,104,0.459292,0.034625
2576,18,0.258583,0.007667
33,54,0.462375,0.02175
304,37,0.919959,0.013167
120,74,0.331291,0.018291
162,24,0.455124,0.008541
22,19,0.339374,0.007875
748,19,0.23275,0.004833
32,20,0.128542,0.005959
38,23,0.629625,0.006333
93,19,0.276459,0.004959
56,22,0.395125,0.006833
52,18,0.408458,0.004458
273,21,0.343501,0.005625
560,33,0.573041,0.011917
24,21,0.336833,0.006708
27,21,0.292125,0.005958
69,20,0.138042,0.004917
40,18,0.31175,0.006875
51,19,0.355873,0.005833
624,19,0.323084,0.005
96,53,0.344207,0.016708
3024,18,0.282959,0.003834
198,18,0.288749,0.006166
1440,20,0.304874,0.004333
64,21,0.32525,0.005375
150,16,0.522415,0.006625
1560,24,0.236958,0.009083
65,21,0.328042,0.00375
330,18,0.46825,0.008708
120,17,0.485376,0.006542
56,17,0.161542,0.005
11040,20,0.559001,0.00575
170,20,0.293,0.006208
186,18,0.234959,0.004959
112,17,0.205083,0.007666
30,24,0.461334,0.00825
102,18,0.220416,0.005083
260,20,0.573041,0.00825
21,21,0.286125,0.004834
104,19,0.42475,0.0095
168,19,0.2995,0.005042
372,41,0.473167,0.016292
138,21,0.276334,0.004
126,3015,1.24554,0.614708
42,20,0.425583,0.007209
27,19,0.261833,0.003625
36,21,0.273209,0.004459
35,21,0.116958,0.008417
8160,35,0.2985,0.009834
13860,18,0.381291,0.004833
58,21,0.352167,0.006458
50,20,0.210375,0.005375
1512,21,0.211957,0.003583
216,18,0.441334,0.007542
20,20,0.284251,0.004
96,21,0.320124,0.006333
36,98,0.473958,0.033542
56,19,0.41304,0.006166
364320,20,0.4935,0.005166
72,19,0.287959,0.008167
308,20,0.374542,0.007041
26,22,0.645124,0.007291
28,19,0.303959,0.009333
176,21,0.277292,0.004042
2145,25,0.599667,0.012375
207,368,0.414874,0.079708
19584,41,0.417042,0.01275
345,21,0.255625,0.004041
48,385,0.567749,0.085625
81,19,0.459583,0.008375
324,19,0.299749,0.009583
240,19,0.446666,0.008541
84,18,0.285542,0.005084
726,18,0.578752,0.007084
36,16,0.402251,0.006667
252,17,0.368168,0.004959
1728,19,0.17771,0.003959
26,26,0.612458,0.008292
1440,17,0.158541,0.005542
210,21,0.507958,0.0065
203,22,0.734334,0.007709
840,18,0.303749,0.003917
76,36,0.336834,0.009458
24,22,0.346208,0.004625
1320,20,0.195791,0.004708
2142,20,0.332374,0.004542
48,18,0.405125,0.0085
24,19,0.216334,0.005292
30628,20,0.276667,0.005542
36,22,0.302416,0.00575
25,23,0.323334,0.006209
6944,35,0.507042,0.015125
504,183,0.534376,0.029042
95,20,0.285166,0.006291
72,25,0.27525,0.005583
90,29,1.029,0.015292
34,22,0.29475,0.008166
25,16,0.357125,0.0055
1584,19,0.280833,0.004
20,31,0.471791,0.010375
36,19,0.284416,0.006708
4950,22,0.300041,0.00525
88,21,0.333501,0.007125
63,26,0.397709,0.0055
33,21,0.273958,0.005542
186,18,0.304833,0.005875
3000,20,0.314957,0.006458
96,23,0.333499,0.006291
24,105,0.209418,0.019167
27,22,0.310501,0.005167
162,18,0.496,0.005708
20,1474,0.835166,0.2715
52,20,0.329707,0.005041
1196,19,0.250416,0.003791
101088,75,0.237958,0.01925
20,23,0.264084,0.005458
21,22,0.281251,0.004
44,20,0.312458,0.00525
160,21,0.490417,0.00425
34,21,0.237,0.004375
48,20,0.629334,0.006584
756,37,0.411459,0.009917
22,21,1.09683,0.011375
27,52,0.458917,0.016667
72,17,0.327791,0.006958
5292,15,0.409876,0.005667
260,16,0.423041,0.005791
75,42,0.531374,0.016667
20,32,0.272916,0.009416
216,18,0.5975,0.004292
20,44,0.297251,0.006625
7056,17,0.263332,0.004583
31,20,0.356875,0.008542
1440,21,0.369208,0.00925
68,18,0.342959,0.006292
54,20,0.276708,0.005958
3240,20,0.256083,0.005458
24,24,0.315084,0.005875
24,28,0.467376,0.006708
60,21,0.388583,0.004666
34,19,0.388458,0.0055
20,22,0.477042,0.0095
24,23,0.431751,0.004833
20,27,0.27875,0.005792
54,554,0.765,0.18175
2016,18,0.229251,0.003917
28,20,0.427625,0.004625
42,916,1.13317,0.296709
23,19,0.392916,0.005625
130,23,0.361459,0.00575
81,25,0.403084,0.007125
132,22,0.507625,0.007792
55,23,0.360375,0.006
1482,18,0.339208,0.006042
26,21,0.746749,0.009833
182,19,0.245084,0.004667
168,41,0.4975,0.012083
320,401,0.573042,0.110333
4290,20,0.249124,0.006125
22,22,0.232749,0.003625
70,29,0.561333,0.011209
14300,16,0.397668,0.005459
126,190,0.718292,0.052
91,26,0.341042,0.007375
50,25,0.330459,0.008292
87,25,0.512459,0.013084
76,26,0.415042,0.007291
144,27,0.363125,0.009375
1056,26,0.398874,0.006291
24,27,0.230209,0.004792
828,26,0.343042,0.006458
10368,48,0.405334,0.01375
200,23,0.526,0.00675
396,29,0.483292,0.010333
364,25,0.309625,0.005667
264,69,0.385749,0.0125
160,27,0.476292,0.00675
51,27,0.286165,0.006291
20,25,0.326374,0.00775
96,29,0.394583,0.006875
288,26,0.621417,0.011209
156,20,0.349416,0.0075
25,27,0.513627,0.008709
432,27,0.412582,0.0085
96,30,0.545084,0.009417
2160,40,0.362542,0.010125
138,28,0.372792,0.006
21,27,0.244833,0.006416
736,35,0.545458,0.00975
448,27,0.680667,0.005167
20,57,0.816459,0.02275
264,26,0.759125,0.010625
2515968,26,0.302499,0.007166
1024,22,0.379583,0.009125
2880,31,0.716999,0.009833
1248,27,0.574541,0.009291
30,35,0.619624,0.009833
162,26,0.506666,0.007916
352,28,0.466957,0.00875
144,27,0.31325,0.005625
528,31,0.322542,0.008292
9384,31,0.660708,0.005792
36,27,0.331125,0.006042
208,26,0.418291,0.007958
324,21,0.600418,0.008542
816,25,0.245207,0.004666
1764,52,0.584666,0.017375
99,30,0.604583,0.010958
234,46,0.396666,0.014041
54,24,0.409499,0.007458
192,33,0.438876,0.009209
240,22,0.318666,0.00775
27,36,0.607708,0.011333
216,23,0.357042,0.009459
2970,28,0.318209,0.005417
155,27,0.270707,0.005333
792,34,0.605416,0.01025
22,27,0.42404,0.007916
26,26,0.349959,0.007333
21,171,0.415834,0.019667
21,25,0.628917,0.011417
480,29,0.608915,0.014666
35,3286,1.34013,0.798458
96,26,0.299168,0.005959
234,25,0.427542,0.008417
156240,25,0.32529,0.004833
7296,23,0.471,0.008708
900,28,0.359,0.006417
21,28,0.669416,0.009916
54,25,0.334124,0.006958
51,30,0.679834,0.011792
190,25,0.308417,0.006167
1485,22,0.649667,0.008584
24,71,0.642667,0.020375
1172080,23,0.381791,0.005458
380,25,0.375375,0.007792
162,26,0.313376,0.007625
28,32,0.341583,0.008458
875,42,0.256374,0.009083
552,28,0.4015,0.007541
40,28,0.368375,0.005542
114,23,0.399374,0.006541
3915,25,0.342083,0.01025
780,24,0.279501,0.006042
2268,34,0.784001,0.014333
22,24,0.438584,0.007167
50,645,0.802542,0.159375
2016,27,0.369292,0.005042
68,40,0.564167,0.013375
396,23,0.325291,0.005416
98,25,0.331875,0.007667
44,27,0.558876,0.008459
2808,28,0.423415,0.006625
24,30,0.757541,0.008416
578,24,0.492292,0.007375
84,53,0.583166,0.020834
288,25,0.47096,0.011417
1053,28,0.190459,0.006083
5040,25,0.367291,0.006875
144,28,0.723333,0.012292
1188,28,0.277583,0.005708
336,26,0.395084,0.007417
45472,23,0.164791,0.004916
8424,25,0.375042,0.010125
240,69,1.23717,0.031625
34,23,0.394125,0.007167
30,30,0.735875,0.009625
60,23,0.156835,0.006084
29,27,0.569793,0.0115
36,31,0.337459,0.009042
40,23,0.361543,0.009375
55,39,0.460917,0.010625
156,26,0.819834,0.008917
320,27,0.334043,0.007667
132,45,0.80171,0.017667
680,26,0.292,0.005042
220,29,0.278,0.005042
50,36,0.391292,0.011333
96,25,0.315541,0.006625
84,259,0.625666,0.076708
14076,24,0.384708,0.007167
288,24,0.309833,0.005708
1352,26,0.416125,0.0075
30,26,0.334167,0.005958
36,4839,1.773,1.42392
3420,23,0.672376,0.008584
30,41,0.574292,0.010584
24,24,0.401833,0.007292
2240,25,0.342667,0.006125
464,23,0.380667,0.010167
1344,25,0.231124,0.006666
30,26,0.281083,0.007291
216,28,0.350958,0.005792
1080,26,0.410833,0.005792
20,34,0.262293,0.007042
224,36,0.490792,0.010042
80,26,0.646041,0.006625
66,28,0.255082,0.008083
208,27,0.4395,0.005625
620,24,0.327916,0.005792
21,34,0.461833,0.008709
84,28,0.203583,0.005167
60,23,0.452583,0.007
1610,39,0.407833,0.009708
168,27,0.439001,0.008667
35,24,0.173791,0.005708
286,25,0.422625,0.007333
25344,25,0.480334,0.009167
32,17015,5.55167,4.32329
65,27,0.626958,0.010667
140,31,0.517709,0.008167
22,30,0.568249,0.00725
24,1120,0.572458,0.160875
256,22,0.586832,0.009291
1344,27,0.337958,0.008458
24,31,0.471709,0.009792
93,489322,199.825,199.092
24,20,0.375875,0.0075
580,28,0.574583,0.006833
525,25,0.259708,0.005666
48,26,0.279291,0.006708
72,24,0.314083,0.005875
115,28,0.728166,0.007625
28,26,0.267666,0.005458
120,27,0.253416,0.00775
1210,27,0.335168,0.006125
36,30,0.317501,0.006375
24,28,0.473667,0.006625
28,26,0.393876,0.008625
120,29,0.401167,0.006375
1155,27,0.386625,0.005583
24,31,0.28296,0.005583
76296,29,0.271833,0.007
208,30,0.524833,0.007625
24,28,0.362542,0.010167
4608,27,0.482041,0.008333
405,37,0.780042,0.011709
45,28,0.272166,0.005542
23,73,0.60225,0.026917
504,27,0.339916,0.007125
816,24,0.41854,0.007416
260,38,0.648834,0.0135
54,23,0.46375,0.007625
1728,36,0.438626,0.010042
396,74,0.613,0.01425
32,28,0.293542,0.007084
224,27,0.281208,0.0065
34224,24,0.261457,0.006083
40,36,0.587541,0.012541
135,34,0.621208,0.012125
162,28,0.307333,0.004333
810,26,0.550584,0.008125
24,24,0.391583,0.008167
130,31,0.461834,0.007375
69,27,0.298209,0.009792
64,26,0.509167,0.006542
112,24,0.356166,0.008208
264,49,0.47525,0.010292
30,47,0.793249,0.015125
450,26,0.3135,0.006792
171,29,0.443458,0.00925
880,101,0.624542,0.02925
30,10,0.456833,0.008542
6,12,0.223041,0.003
20,13,0.159457,0.002333
20,8,0.473707,0.005167
20,39,0.375876,0.014458
38,11,0.204792,0.003792
22,5,0.224668,0.001917
8,18,0.234377,0.005459
26,7,0.706917,0.0045
23,9,0.205917,0.002583
66,23,0.242209,0.006
4,8,0.186624,0.00225
27,10,0.291625,0.00425
38,9,0.581332,0.004791
20,23,0.600249,0.008458
21,7,0.181917,0.00175
20,40,0.425248,0.008958
20,12,0.232791,0.003375
64,6,0.616042,0.003875
22,8,0.539708,0.004125
30,7,0.758249,0.007208
31,7,0.200834,0.002875
20,10,0.324668,0.003125
19,7,0.1875,0.0025
32,7,0.735624,0.005125
20,19,0.244417,0.005125
20,7,0.35225,0.00275
20,22,0.214499,0.005167
32,22,0.807166,0.011791
27,8,0.507292,0.004334
20,7,0.204833,0.002084
46,8,0.238917,0.003083
20,32,0.47421,0.011084
36,12,0.382708,0.008958
26,7,0.773876,0.006459
20,25,0.27975,0.00575
21,29,0.439584,0.012292
32,25,0.315417,0.007917
100,11,0.334335,0.005084
32,6,0.211667,0.002792
20,8,0.108458,0.004125
30,7,0.334583,0.003208
36,6,0.23125,0.001792
220,26,0.37175,0.011125
23,8,0.332626,0.004042
9,11,0.207375,0.0025
28,10,0.560334,0.01
30,8,0.833375,0.005833
24,7,0.658001,0.004209
120,7,0.250293,0.002834
38,7,0.245499,0.002208
22,27,0.291709,0.008542
57,6,0.215624,0.001542
20,7,0.638625,0.005709
27,6,0.380499,0.002875
21,7,0.174875,0.004875
26,7,0.602084,0.00525
20,11,0.267208,0.002833
66,7,0.476,0.004209
21,9,0.254334,0.003042
28,7,0.487416,0.0045
26,6,0.3895,0.003125
7,25,0.219375,0.00625
22,9,0.086834,0.002916
21,8,0.284418,0.0025
22,8,0.748293,0.0065
20,9,0.693292,0.006042
30,11,0.727375,0.010416
36,6,0.200126,0.001875
26,7,0.624833,0.0075
32,6,0.238333,0.003083
34,10,0.422292,0.004334
23,28,0.328959,0.008209
25,15,0.092959,0.005833
22,21,0.285333,0.008166
32,7,0.742459,0.005209
192,6,0.756917,0.004125
20,53,0.324084,0.014292
30,34,0.350917,0.013666
3,6,0.20325,0.001875
31,35,0.484,0.011
21,9,0.214332,0.003791
22,7,0.575917,0.004959
26,12,0.395124,0.004458
20,18,0.176209,0.006667
20,16,0.325042,0.004208
20,40,0.3955,0.008375
32,51,0.6,0.019
26,7,0.654125,0.00525
21,23,0.216459,0.006125
23,7,0.492625,0.004375
32,7,0.226875,0.002167
600,14,0.265833,0.006333
323,6,0.509292,0.003042
21,13,0.476958,0.005125
20,12,0.449751,0.00575
448,9,0.516626,0.007375
20,9,0.265418,0.00275
20,19,0.253918,0.005959
26,9,0.773792,0.005833
40,6,0.241292,0.001917
29,13,0.779499,0.011666
15,8,0.205083,0.002917
20,40,0.141084,0.008667
20,20,0.10675,0.003084
24,7,0.531625,0.008958
32,7,0.082541,0.0025
20,19,0.454167,0.006792
20,11,0.338126,0.0045
1,7,0.198876,0.001917
21,8,0.503541,0.003542
20,9,0.23146,0.002417
20,8,0.305916,0.003416
20,334,0.327708,0.065333
22,9,0.220208,0.002625
24,9,0.712375,0.0055
24,7,0.30671,0.004667
20,16,0.572583,0.009417
702,7,0.268792,0.002958
70,9,0.229376,0.002917
288,6,0.526499,0.003583
54,8,0.440501,0.005042
24,10,0.49875,0.008292
21,11,0.731916,0.006291
20,22,0.482667,0.008041
31,7,0.757917,0.004542
42,6,0.19375,0.001958
52,6,0.260252,0.002792
30,6,0.632707,0.008458
20,18,0.252165,0.005666
20,28,0.284916,0.010542
20,78,0.342584,0.027209
20,13,0.208416,0.00425
31,7,0.455584,0.003584
20,35,0.304834,0.01225
20,38,0.695458,0.012375
20,19,0.744835,0.011834
20,23,0.318917,0.006792
31,5,0.573541,0.007375
12,9,0.128541,0.003
30,6,0.134542,0.002542
22,7,0.505999,0.004208
22,36,0.397417,0.012292
26,23,0.33671,0.008667
28,9,0.191541,0.003125
20,12,0.260708,0.002917
48,7,0.182707,0.0055
27,8,0.78075,0.005375
31,7,0.737458,0.004917
21,38,0.32271,0.012042
20,13,0.255916,0.005458
330,12,0.280208,0.005167
78,8,0.396874,0.005083
36,6,0.258208,0.002292
20,6,0.084834,0.004125
50,7,0.260749,0.003208
24,11,0.646,0.007667
20,11,0.300793,0.003375
20,199,0.503041,0.061875
210,6,0.37125,0.002625
21,19,0.365666,0.007541
24,10,0.70829,0.010833
30,6,0.692041,0.008208
26,7,0.273834,0.003333
288,6,0.504208,0.005083
32,7,0.863583,0.005458
21,8,0.459249,0.004083
20,13,0.382542,0.004125
30,7,0.162583,0.003125
44,7,0.243499,0.002625
20,14,0.415625,0.005958
24,5,0.734625,0.003792
20,6,0.127667,0.002125
360,6,0.291833,0.004375
23,7,0.375042,0.004166
20,7,0.150751,0.002792
20,47,0.24,0.009625
26,8,0.677041,0.005916
21,8,0.432708,0.004959
27,10,0.606792,0.00525
216,10,0.727083,0.007458
24,7,0.212625,0.002375
36,6,0.087833,0.002875
22,55,0.317167,0.014667
31,14,0.41775,0.005791
22,8,0.172125,0.005875
27,7,0.296792,0.003792
20,8,0.116708,0.003625
20,58,0.366208,0.013
31,7,0.403749,0.003833
20,7,0.762208,0.00525
21,10,0.267083,0.003583
36,7,0.343459,0.003125
20,7,0.192749,0.005708
25,7,0.183376,0.002459
24,9,0.131458,0.003583
36,13,0.358959,0.007375
21,26,0.454083,0.010416
20,26,0.61825,0.007917
38,16,0.371666,0.006458
